Operon type	Target	AssemblyId	Gene direction	Gene start	Gene end	Relative gene start	Relative gene end	Protein family code	EntrzID	Protein name	Superkingdom	Phylum	Class	Order	Genus	Species
Type	WP_162425297.1	GCF_010091945.1	+	2728	2976	-272	-24	51	WP_162425296.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Myxacorys	Myxacorys almedinensis
Type	WP_162425297.1	GCF_010091945.1	+	3001	3366	1	366	52	WP_162425297.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Myxacorys	Myxacorys almedinensis
Type	WP_162425297.1	GCF_010091945.1	+	3532	4485	532	1485	49	WP_162425298.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Myxacorys	Myxacorys almedinensis
Type	WP_162425297.1	GCF_010091945.1	+	4689	5423	1689	2423	47	WP_202925262.1	TMEM165/GDT1 family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Myxacorys	Myxacorys almedinensis
Type	WP_162425297.1	GCF_010091945.1	-	5480	5998	2480	2998	0	WP_162425321.1	cyclic pyranopterin monophosphate synthase MoaC	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Myxacorys	Myxacorys almedinensis
Type	WP_162425297.1	GCF_010091945.1	-	6386	7042	3386	4042	0	WP_162425299.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Myxacorys	Myxacorys almedinensis

Type	WP_166274714.1	GCF_000817775.3	-	184947	185267	-3458	-3138	0	WP_166274706.1	2Fe-2S iron-sulfur cluster-binding protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides
Type	WP_166274714.1	GCF_000817775.3	+	185665	186414	-2740	-1991	0	WP_166274708.1	FHA domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides
Type	WP_166274714.1	GCF_000817775.3	+	186549	188000	-1856	-405	46	WP_166274710.1	signal recognition particle protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides
Type	WP_166274714.1	GCF_000817775.3	+	188129	188377	-276	-28	51	WP_166274712.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides
Type	WP_166274714.1	GCF_000817775.3	+	188406	188765	1	360	52	WP_166274714.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides
Type	WP_166274714.1	GCF_000817775.3	+	188973	189950	568	1545	49	WP_166274716.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides
Type	WP_166274714.1	GCF_000817775.3	-	189928	190107	1523	1702	0	WP_166274718.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides
Type	WP_166274714.1	GCF_000817775.3	-	190202	190774	1797	2369	0	WP_166274720.1	tetratricopeptide repeat protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides
Type	WP_166274714.1	GCF_000817775.3	-	190859	192772	2454	4367	0	WP_349306860.1	two-component system sensor histidine kinase NblS	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides

Type	WP_067774034.1	GCF_001548375.1	+	5950866	5952233	-4539	-3172	0	WP_067774045.1	aminopeptidase P family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostoc	Nostoc sp. NIES-3756
Type	WP_067774034.1	GCF_001548375.1	+	5949871	5950494	-2800	-2177	0	WP_067774042.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostoc	Nostoc sp. NIES-3756
Type	WP_067774034.1	GCF_001548375.1	+	5948161	5949624	-1930	-467	46	WP_067774039.1	signal recognition particle protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostoc	Nostoc sp. NIES-3756
Type	WP_067774034.1	GCF_001548375.1	+	5947653	5947916	-222	41	51	WP_067774036.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostoc	Nostoc sp. NIES-3756
Type	WP_067774034.1	GCF_001548375.1	+	5947259	5947693	1	435	52	WP_067774034.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostoc	Nostoc sp. NIES-3756
Type	WP_067774034.1	GCF_001548375.1	+	5946851	5947027	667	843	27	WP_010996119.1	30S ribosomal protein S21	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostoc	Nostoc sp. NIES-3756
Type	WP_067774034.1	GCF_001548375.1	+	5945523	5946476	1218	2171	49	WP_067774031.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostoc	Nostoc sp. NIES-3756
Type	WP_067774034.1	GCF_001548375.1	+	5945068	5945472	2222	2626	38	WP_067774029.1	ChuX/HutX family heme-like substrate-binding protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostoc	Nostoc sp. NIES-3756
Type	WP_067774034.1	GCF_001548375.1	+	5944152	5944991	2703	3542	37	WP_067774026.1	DUF6816 family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostoc	Nostoc sp. NIES-3756

Type	WP_040554050.1	GCF_002114155.1	+	75171	75809	-3916	-3278	25	WP_009344397.1	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii
Type	WP_040554050.1	GCF_002114155.1	-	75795	76988	-3292	-2099	0	WP_085727246.1	M20 family metallopeptidase	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii
Type	WP_040554050.1	GCF_002114155.1	+	77319	78761	-1768	-326	46	WP_085727248.1	signal recognition particle protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii
Type	WP_040554050.1	GCF_002114155.1	+	78865	79128	-222	41	51	WP_009344400.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii
Type	WP_040554050.1	GCF_002114155.1	+	79088	79501	1	414	52	WP_040554050.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii
Type	WP_040554050.1	GCF_002114155.1	+	79579	80532	492	1445	49	WP_009344402.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii
Type	WP_040554050.1	GCF_002114155.1	-	80596	81840	1509	2753	0	WP_085727250.1	DUF4912 domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii
Type	WP_040554050.1	GCF_002114155.1	-	82293	83303	3206	4216	0	WP_040554069.1	glycosyltransferase	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii
Type	WP_040554050.1	GCF_002114155.1	-	83441	83734	4354	4647	0	WP_009344406.1	LuxR C-terminal-related transcriptional regulator	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii

Type	WP_099533797.1	GCF_014698215.1	-	16627	16815	-3081	-2893	0	WP_099533803.1	replication restart DNA helicase PriA	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix
Type	WP_099533797.1	GCF_014698215.1	-	14585	15289	-1555	-851	0	WP_099533801.1	magnesium protoporphyrin IX methyltransferase	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix
Type	WP_099533797.1	GCF_014698215.1	+	14256	14453	-719	-522	0	WP_190533084.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix
Type	WP_099533797.1	GCF_014698215.1	+	13900	14157	-423	-166	51	WP_099533799.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix
Type	WP_099533797.1	GCF_014698215.1	+	13359	13733	1	375	52	WP_099533797.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix
Type	WP_099533797.1	GCF_014698215.1	+	12400	13356	378	1334	49	WP_099533796.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix
Type	WP_099533797.1	GCF_014698215.1	+	9793	12282	1452	3941	0	WP_190533087.1	GUN4 domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix
Type	WP_099533797.1	GCF_014698215.1	+	5932	9447	4287	7802	0	WP_190533090.1	transcription-repair coupling factor	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix
Type	WP_099533797.1	GCF_014698215.1	-	2773	5910	7824	10961	0	WP_190533093.1	type I restriction endonuclease subunit R	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix

Type	WP_084782559.1	GCF_001548395.1	+	2747307	2747519	-3804	-3592	0	WP_068510775.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbya	Leptolyngbya sp. O-77
Type	WP_084782559.1	GCF_001548395.1	+	2745925	2747193	-3478	-2210	0	WP_068510774.1	cytosine deaminase	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbya	Leptolyngbya sp. O-77
Type	WP_084782559.1	GCF_001548395.1	+	2744092	2745621	-1906	-377	0	WP_068510772.1	SagB/ThcOx family dehydrogenase	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbya	Leptolyngbya sp. O-77
Type	WP_084782559.1	GCF_001548395.1	+	2743719	2743970	-255	-4	51	WP_068510770.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbya	Leptolyngbya sp. O-77
Type	WP_084782559.1	GCF_001548395.1	+	2743331	2743714	1	384	52	WP_084782559.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbya	Leptolyngbya sp. O-77
Type	WP_084782559.1	GCF_001548395.1	+	2742204	2743157	558	1511	49	WP_068510768.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbya	Leptolyngbya sp. O-77
Type	WP_084782559.1	GCF_001548395.1	-	2740868	2742160	1555	2847	0	WP_068510767.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbya	Leptolyngbya sp. O-77
Type	WP_084782559.1	GCF_001548395.1	+	2740188	2740496	3219	3527	0	WP_068510765.1	photosystem I reaction center subunit IV	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbya	Leptolyngbya sp. O-77
Type	WP_084782559.1	GCF_001548395.1	+	2739016	2739864	3851	4699	0	WP_068510763.1	DNA-formamidopyrimidine glycosylase	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbya	Leptolyngbya sp. O-77

Type	WP_161825902.1	GCF_009939295.1	-	13890	14342	-3185	-2733	0	WP_161825906.1	Fur family transcriptional regulator	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Petrachloros	Petrachloros mirabilis
Type	WP_161825902.1	GCF_009939295.1	+	13156	13698	-2541	-1999	0	WP_161825905.1	peroxiredoxin	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Petrachloros	Petrachloros mirabilis
Type	WP_161825902.1	GCF_009939295.1	+	11526	12881	-1724	-369	0	WP_161825904.1	glutathione-disulfide reductase	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Petrachloros	Petrachloros mirabilis
Type	WP_161825902.1	GCF_009939295.1	+	11173	11421	-264	-16	51	WP_161825903.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Petrachloros	Petrachloros mirabilis
Type	WP_161825902.1	GCF_009939295.1	+	10836	11156	1	321	52	WP_161825902.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Petrachloros	Petrachloros mirabilis
Type	WP_161825902.1	GCF_009939295.1	+	10575	10748	409	582	27	WP_161825943.1	30S ribosomal protein S21	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Petrachloros	Petrachloros mirabilis
Type	WP_161825902.1	GCF_009939295.1	+	9472	10434	723	1685	49	WP_161825901.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Petrachloros	Petrachloros mirabilis
Type	WP_161825902.1	GCF_009939295.1	+	8994	9266	1891	2163	0	WP_161825900.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Petrachloros	Petrachloros mirabilis
Type	WP_161825902.1	GCF_009939295.1	+	8639	9103	2054	2518	-1	GS597_RS13035	pseudogene	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Petrachloros	Petrachloros mirabilis

Type	WP_106287117.1	GCF_963876965.1	+	39586	39828	-3153	-2911	0	WP_106287113.1	HNH endonuclease	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopedia	Merismopedia glauca
Type	WP_106287117.1	GCF_963876965.1	+	40042	40779	-2697	-1960	0	WP_106287114.1	pentapeptide repeat-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopedia	Merismopedia glauca
Type	WP_106287117.1	GCF_963876965.1	+	40950	42380	-1789	-359	46	WP_106287115.1	signal recognition particle protein	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopedia	Merismopedia glauca
Type	WP_106287117.1	GCF_963876965.1	+	42480	42728	-259	-11	51	WP_106287116.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopedia	Merismopedia glauca
Type	WP_106287117.1	GCF_963876965.1	+	42740	43123	1	384	52	WP_106287117.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopedia	Merismopedia glauca
Type	WP_106287117.1	GCF_963876965.1	+	43226	44185	487	1446	49	WP_106287138.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopedia	Merismopedia glauca
Type	WP_106287117.1	GCF_963876965.1	+	44471	45418	1732	2679	0	WP_106287118.1	ABC transporter ATP-binding protein	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopedia	Merismopedia glauca
Type	WP_106287117.1	GCF_963876965.1	+	45459	47030	2720	4291	0	WP_106287119.1	ABC transporter permease	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopedia	Merismopedia glauca
Type	WP_106287117.1	GCF_963876965.1	+	47501	48859	4762	6120	0	WP_106287120.1	substrate-binding domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopedia	Merismopedia glauca

Type	WP_106258366.1	GCF_963877135.1	+	62010	63773	-4340	-2577	0	WP_106258374.1	glycosyltransferase family 39 protein	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Stenomitos	Stenomitos frigidus
Type	WP_106258366.1	GCF_963877135.1	+	60921	61538	-2105	-1488	47	WP_106258372.1	TMEM165/GDT1 family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Stenomitos	Stenomitos frigidus
Type	WP_106258366.1	GCF_963877135.1	-	59970	60866	-1433	-537	0	WP_219904619.1	tetratricopeptide repeat protein	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Stenomitos	Stenomitos frigidus
Type	WP_106258366.1	GCF_963877135.1	+	59425	59673	-240	8	51	WP_106258368.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Stenomitos	Stenomitos frigidus
Type	WP_106258366.1	GCF_963877135.1	+	59016	59432	1	417	52	WP_106258366.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Stenomitos	Stenomitos frigidus
Type	WP_106258366.1	GCF_963877135.1	+	57911	58870	563	1522	49	WP_106258365.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Stenomitos	Stenomitos frigidus
Type	WP_106258366.1	GCF_963877135.1	+	56746	57927	1506	2687	0	WP_106258363.1	MSMEG_0565 family glycosyltransferase	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Stenomitos	Stenomitos frigidus
Type	WP_106258366.1	GCF_963877135.1	+	56466	56753	2680	2967	0	WP_106258362.1	MSMEG_0570 family nitrogen starvation response protein	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Stenomitos	Stenomitos frigidus
Type	WP_106258366.1	GCF_963877135.1	-	55337	56383	3050	4096	0	WP_106258360.1	zinc-dependent dehydrogenase	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Stenomitos	Stenomitos frigidus

Type	WP_017304341.1	GCF_000314005.1	-	1865892	1866572	-3685	-3005	0	WP_017304345.1	Uma2 family endonuclease	Bacteria	Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulina	Spirulina subsalsa
Type	WP_017304341.1	GCF_000314005.1	-	1864060	1865787	-2900	-1173	18	WP_017304344.1	MFS transporter	Bacteria	Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulina	Spirulina subsalsa
Type	WP_017304341.1	GCF_000314005.1	+	1863316	1863846	-959	-429	0	WP_017304343.1	phosphoribosyltransferase family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulina	Spirulina subsalsa
Type	WP_017304341.1	GCF_000314005.1	+	1862986	1863234	-347	-99	51	WP_017304342.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulina	Spirulina subsalsa
Type	WP_017304341.1	GCF_000314005.1	+	1862509	1862886	1	378	52	WP_017304341.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulina	Spirulina subsalsa
Type	WP_017304341.1	GCF_000314005.1	+	1861562	1862512	375	1325	49	WP_017304340.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulina	Spirulina subsalsa
Type	WP_017304341.1	GCF_000314005.1	+	1861345	1861581	1306	1542	0	WP_071525271.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulina	Spirulina subsalsa
Type	WP_017304341.1	GCF_000314005.1	-	1859570	1861393	1494	3317	0	WP_202803661.1	glycosyltransferase family 39 protein	Bacteria	Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulina	Spirulina subsalsa
Type	WP_017304341.1	GCF_000314005.1	+	1859140	1859358	3529	3747	0	WP_017304338.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulina	Spirulina subsalsa

Type	WP_132866703.1	GCF_000817735.3	-	1493739	1493936	-2346	-2149	16	WP_015153918.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonema	Scytonema millei
Type	WP_132866703.1	GCF_000817735.3	+	1493379	1493558	-1968	-1789	0	WP_132866705.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonema	Scytonema millei
Type	WP_132866703.1	GCF_000817735.3	+	1491943	1493406	-1816	-353	46	WP_039715700.1	signal recognition particle protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonema	Scytonema millei
Type	WP_132866703.1	GCF_000817735.3	+	1491540	1491812	-222	50	51	WP_015153916.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonema	Scytonema millei
Type	WP_132866703.1	GCF_000817735.3	+	1491140	1491589	1	450	52	WP_132866703.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonema	Scytonema millei
Type	WP_132866703.1	GCF_000817735.3	+	1490069	1491022	568	1521	49	WP_039715698.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonema	Scytonema millei
Type	WP_132866703.1	GCF_000817735.3	+	1489121	1490002	1588	2469	0	WP_132866701.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonema	Scytonema millei
Type	WP_132866703.1	GCF_000817735.3	+	1487743	1488723	2867	3847	0	WP_039715696.1	ABC transporter substrate-binding protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonema	Scytonema millei
Type	WP_132866703.1	GCF_000817735.3	+	1486146	1487678	3912	5444	0	WP_052290059.1	sugar ABC transporter ATP-binding protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonema	Scytonema millei

Type	WP_168571633.1	GCF_012295525.1	-	6319383	6319811	-3272	-2844	0	WP_168571630.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oxynema	Oxynema aestuarii
Type	WP_168571633.1	GCF_012295525.1	+	6319964	6320359	-2691	-2296	43	WP_246259776.1	histidine kinase	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oxynema	Oxynema aestuarii
Type	WP_168571633.1	GCF_012295525.1	+	6320558	6322009	-2097	-646	46	WP_168571631.1	signal recognition particle protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oxynema	Oxynema aestuarii
Type	WP_168571633.1	GCF_012295525.1	+	6322433	6322699	-222	44	51	WP_168571632.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oxynema	Oxynema aestuarii
Type	WP_168571633.1	GCF_012295525.1	+	6322656	6323117	1	462	52	WP_168571633.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oxynema	Oxynema aestuarii
Type	WP_168571633.1	GCF_012295525.1	+	6323312	6324265	657	1610	49	WP_168571634.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oxynema	Oxynema aestuarii
Type	WP_168571633.1	GCF_012295525.1	+	6324370	6324771	1715	2116	38	WP_168571635.1	ChuX/HutX family heme-like substrate-binding protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oxynema	Oxynema aestuarii
Type	WP_168571633.1	GCF_012295525.1	+	6324815	6325738	2160	3083	37	WP_246259778.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oxynema	Oxynema aestuarii
Type	WP_168571633.1	GCF_012295525.1	-	6325832	6326770	3177	4115	0	WP_168571636.1	exopolyphosphatase	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oxynema	Oxynema aestuarii

Type	WP_013322190.1	GCF_000147335.1	-	2340051	2341046	-2429	-1434	0	WP_013322194.1	GntR family transcriptional regulator	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Gloeothece	Gloeothece verrucosa
Type	WP_013322190.1	GCF_000147335.1	-	2339663	2339923	-1306	-1046	0	WP_013322193.1	BolA family transcriptional regulator	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Gloeothece	Gloeothece verrucosa
Type	WP_013322190.1	GCF_000147335.1	-	2338994	2339617	-1000	-377	0	WP_013322192.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Gloeothece	Gloeothece verrucosa
Type	WP_013322190.1	GCF_000147335.1	+	2338609	2338857	-240	8	51	WP_013322191.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Gloeothece	Gloeothece verrucosa
Type	WP_013322190.1	GCF_000147335.1	+	2338194	2338616	1	423	52	WP_013322190.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Gloeothece	Gloeothece verrucosa
Type	WP_013322190.1	GCF_000147335.1	-	2337838	2338011	606	779	0	WP_013322189.1	DUF1328 family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Gloeothece	Gloeothece verrucosa
Type	WP_013322190.1	GCF_000147335.1	-	2337435	2337617	1000	1182	0	WP_013322188.1	CsbD family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Gloeothece	Gloeothece verrucosa
