Operon type	Target	AssemblyId	Gene direction	Gene start	Gene end	Relative gene start	Relative gene end	Protein family code	EntrzID	Protein name	Superkingdom	Phylum	Class	Order	Genus	Species
Type	WP_092085186.1	GCF_900100125.1	+	14677	15840	1666	2829	0	WP_092085182.1	betaine/proline/choline family ABC transporter ATP-binding protein	Bacteria	Bacillota	Bacilli	Lactobacillales	Dolosicoccus	Dolosicoccus paucivorans
Type	WP_092085186.1	GCF_900100125.1	+	14042	14680	2826	3464	0	WP_092085180.1	ABC transporter permease	Bacteria	Bacillota	Bacilli	Lactobacillales	Dolosicoccus	Dolosicoccus paucivorans

Type	WP_138268653.1	GCF_015552365.1	+	32798	34126	-3480	-2152	0	WP_207669785.1	RuBisCO large subunit C-terminal-like domain-containing protein	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_015552365.1	+	34308	34622	-1970	-1656	52	WP_138268650.1	YlxM family DNA-binding protein	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_015552365.1	+	34633	35955	-1645	-323	51	WP_138268651.1	signal recognition particle protein	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_015552365.1	+	36024	36266	-254	-12	50	WP_138268652.1	30S ribosomal protein S16	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_015552365.1	+	36279	36509	1	231	54	WP_138268653.1	KH domain-containing protein	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_015552365.1	-	36528	36902	250	624	0	WP_138268654.1	DUF4186 domain-containing protein	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_015552365.1	+	37051	37434	773	1156	0	WP_138268655.1	VOC family protein	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_015552365.1	+	37600	38382	1322	2104	0	WP_207734410.1	ZIP family metal transporter	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_015552365.1	+	38400	39743	2122	3465	0	WP_138268656.1	nucleoside triphosphate pyrophosphohydrolase	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis

Type	WP_166626503.1	GCF_011634875.1	+	58800	59906	-3171	-2065	51	WP_026867579.1	signal recognition particle-docking protein FtsY	Bacteria	Bacillota	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5
Type	WP_166626503.1	GCF_011634875.1	+	59896	60234	-2075	-1737	52	WP_156889194.1	putative DNA-binding protein	Bacteria	Bacillota	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5
Type	WP_166626503.1	GCF_011634875.1	+	60248	61594	-1723	-377	51	WP_026867581.1	signal recognition particle protein	Bacteria	Bacillota	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5
Type	WP_166626503.1	GCF_011634875.1	+	61691	61966	-280	-5	50	WP_026867582.1	30S ribosomal protein S16	Bacteria	Bacillota	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5
Type	WP_166626503.1	GCF_011634875.1	+	61972	62199	1	228	54	WP_166626503.1	KH domain-containing protein	Bacteria	Bacillota	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5
Type	WP_166626503.1	GCF_011634875.1	+	62251	62745	280	774	48	WP_026867584.1	ribosome maturation factor RimM	Bacteria	Bacillota	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5
Type	WP_166626503.1	GCF_011634875.1	+	62745	63413	774	1442	47	WP_035857271.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Bacillota	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5
Type	WP_166626503.1	GCF_011634875.1	+	63557	63904	1586	1933	46	WP_026867585.1	50S ribosomal protein L19	Bacteria	Bacillota	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5
Type	WP_166626503.1	GCF_011634875.1	+	64061	65035	2090	3064	0	WP_166626504.1	nuclease-related domain-containing protein	Bacteria	Bacillota	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5

Type	WP_084053921.1	GCF_900176035.1	+	90193	91623	-3786	-2356	0	WP_084053918.1	APC family permease	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfonispora	Desulfonispora thiosulfatigenes
Type	WP_084053921.1	GCF_900176035.1	+	91964	92320	-2015	-1659	52	WP_242941973.1	putative DNA-binding protein	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfonispora	Desulfonispora thiosulfatigenes
Type	WP_084053921.1	GCF_900176035.1	+	92344	93678	-1635	-301	51	WP_084053919.1	signal recognition particle protein	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfonispora	Desulfonispora thiosulfatigenes
Type	WP_084053921.1	GCF_900176035.1	+	93708	93956	-271	-23	50	WP_084053920.1	30S ribosomal protein S16	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfonispora	Desulfonispora thiosulfatigenes
Type	WP_084053921.1	GCF_900176035.1	+	93980	94210	1	231	54	WP_084053921.1	KH domain-containing protein	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfonispora	Desulfonispora thiosulfatigenes
Type	WP_084053921.1	GCF_900176035.1	+	94256	94663	277	684	39	WP_084053922.1	YlqD family protein	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfonispora	Desulfonispora thiosulfatigenes
Type	WP_084053921.1	GCF_900176035.1	+	94701	95198	722	1219	48	WP_084053923.1	ribosome maturation factor RimM	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfonispora	Desulfonispora thiosulfatigenes
Type	WP_084053921.1	GCF_900176035.1	+	95295	96029	1316	2050	47	WP_084053924.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfonispora	Desulfonispora thiosulfatigenes
Type	WP_084053921.1	GCF_900176035.1	+	96031	96597	2052	2618	38	WP_084053925.1	RNA methyltransferase	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfonispora	Desulfonispora thiosulfatigenes

Type	WP_070710341.1	GCF_001815515.1	+	94553	95668	-3142	-2027	51	WP_070710340.1	signal recognition particle-docking protein FtsY	Bacteria	Bacillota	Bacilli	Bacillales	Nosocomiicoccus	Nosocomiicoccus sp. HMSC059G07
Type	WP_070710341.1	GCF_001815515.1	+	95646	95978	-2049	-1717	52	WP_144265443.1	putative DNA-binding protein	Bacteria	Bacillota	Bacilli	Bacillales	Nosocomiicoccus	Nosocomiicoccus sp. HMSC059G07
Type	WP_070710341.1	GCF_001815515.1	+	95990	97336	-1705	-359	51	WP_070457661.1	signal recognition particle protein	Bacteria	Bacillota	Bacilli	Bacillales	Nosocomiicoccus	Nosocomiicoccus sp. HMSC059G07
Type	WP_070710341.1	GCF_001815515.1	+	97421	97693	-274	-2	50	WP_040929193.1	30S ribosomal protein S16	Bacteria	Bacillota	Bacilli	Bacillales	Nosocomiicoccus	Nosocomiicoccus sp. HMSC059G07
Type	WP_070710341.1	GCF_001815515.1	+	97696	97923	1	228	54	WP_070710341.1	KH domain-containing protein	Bacteria	Bacillota	Bacilli	Bacillales	Nosocomiicoccus	Nosocomiicoccus sp. HMSC059G07
Type	WP_070710341.1	GCF_001815515.1	+	97971	98459	276	764	48	WP_040929191.1	ribosome maturation factor RimM	Bacteria	Bacillota	Bacilli	Bacillales	Nosocomiicoccus	Nosocomiicoccus sp. HMSC059G07
Type	WP_070710341.1	GCF_001815515.1	+	98456	99127	761	1432	47	WP_070710342.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Bacillota	Bacilli	Bacillales	Nosocomiicoccus	Nosocomiicoccus sp. HMSC059G07
Type	WP_070710341.1	GCF_001815515.1	+	99242	99595	1547	1900	46	WP_040929189.1	50S ribosomal protein L19	Bacteria	Bacillota	Bacilli	Bacillales	Nosocomiicoccus	Nosocomiicoccus sp. HMSC059G07
Type	WP_070710341.1	GCF_001815515.1	-	99761	99913	2066	2218	0	WP_168165522.1	hypothetical protein	Bacteria	Bacillota	Bacilli	Bacillales	Nosocomiicoccus	Nosocomiicoccus sp. HMSC059G07

Type	WP_040228095.1	GCF_000826125.2	+	1127456	1128460	-3173	-2169	51	WP_040228090.1	signal recognition particle-docking protein FtsY	Bacteria	Bacillota	Bacilli	Bacillales	Bhargavaea	Bhargavaea cecembensis
Type	WP_040228095.1	GCF_000826125.2	+	1128539	1128874	-2090	-1755	52	WP_040228091.1	putative DNA-binding protein	Bacteria	Bacillota	Bacilli	Bacillales	Bhargavaea	Bhargavaea cecembensis
Type	WP_040228095.1	GCF_000826125.2	+	1128892	1130250	-1737	-379	51	WP_040228092.1	signal recognition particle protein	Bacteria	Bacillota	Bacilli	Bacillales	Bhargavaea	Bhargavaea cecembensis
Type	WP_040228095.1	GCF_000826125.2	+	1130336	1130608	-293	-21	50	WP_040228094.1	30S ribosomal protein S16	Bacteria	Bacillota	Bacilli	Bacillales	Bhargavaea	Bhargavaea cecembensis
Type	WP_040228095.1	GCF_000826125.2	+	1130630	1130860	1	231	54	WP_040228095.1	KH domain-containing protein	Bacteria	Bacillota	Bacilli	Bacillales	Bhargavaea	Bhargavaea cecembensis
Type	WP_040228095.1	GCF_000826125.2	+	1130928	1131443	299	814	48	WP_040228096.1	ribosome maturation factor RimM	Bacteria	Bacillota	Bacilli	Bacillales	Bhargavaea	Bhargavaea cecembensis
Type	WP_040228095.1	GCF_000826125.2	+	1131443	1132174	814	1545	47	WP_040228098.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Bacillota	Bacilli	Bacillales	Bhargavaea	Bhargavaea cecembensis
Type	WP_040228095.1	GCF_000826125.2	+	1132507	1132851	1878	2222	46	WP_040228099.1	50S ribosomal protein L19	Bacteria	Bacillota	Bacilli	Bacillales	Bhargavaea	Bhargavaea cecembensis
Type	WP_040228095.1	GCF_000826125.2	+	1132949	1133506	2320	2877	45	WP_040228100.1	signal peptidase I	Bacteria	Bacillota	Bacilli	Bacillales	Bhargavaea	Bhargavaea cecembensis

Type	WP_066169962.1	GCF_038593115.1	+	1390177	1391388	-3582	-2371	51	WP_066169950.1	signal recognition particle-docking protein FtsY	Bacteria	Bacillota	Bacilli	Bacillales	Metasolibacillus	Metasolibacillus
Type	WP_066169962.1	GCF_038593115.1	+	1389560	1389892	-2086	-1754	52	WP_342472868.1	putative DNA-binding protein	Bacteria	Bacillota	Bacilli	Bacillales	Metasolibacillus	Metasolibacillus
Type	WP_066169962.1	GCF_038593115.1	+	1388188	1389546	-1740	-382	51	WP_066169956.1	signal recognition particle protein	Bacteria	Bacillota	Bacilli	Bacillales	Metasolibacillus	Metasolibacillus
Type	WP_066169962.1	GCF_038593115.1	+	1387822	1388094	-288	-16	50	WP_066169959.1	30S ribosomal protein S16	Bacteria	Bacillota	Bacilli	Bacillales	Metasolibacillus	Metasolibacillus
Type	WP_066169962.1	GCF_038593115.1	+	1387569	1387805	1	237	54	WP_066169962.1	KH domain-containing protein	Bacteria	Bacillota	Bacilli	Bacillales	Metasolibacillus	Metasolibacillus
Type	WP_066169962.1	GCF_038593115.1	+	1386939	1387454	352	867	48	WP_342472866.1	ribosome maturation factor RimM	Bacteria	Bacillota	Bacilli	Bacillales	Metasolibacillus	Metasolibacillus
Type	WP_066169962.1	GCF_038593115.1	+	1386211	1386939	867	1595	47	WP_107943073.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Bacillota	Bacilli	Bacillales	Metasolibacillus	Metasolibacillus
Type	WP_066169962.1	GCF_038593115.1	+	1385691	1386035	1771	2115	46	WP_066169967.1	50S ribosomal protein L19	Bacteria	Bacillota	Bacilli	Bacillales	Metasolibacillus	Metasolibacillus
Type	WP_066169962.1	GCF_038593115.1	+	1385003	1385566	2240	2803	45	WP_107942278.1	signal peptidase I	Bacteria	Bacillota	Bacilli	Bacillales	Metasolibacillus	Metasolibacillus

Type	WP_133579266.1	GCF_004363045.1	+	461066	462043	-3689	-2712	51	WP_133579262.1	signal recognition particle-docking protein FtsY	Bacteria	Bacillota	Bacilli	Bacillales	Aureibacillus	Aureibacillus halotolerans
Type	WP_133579266.1	GCF_004363045.1	+	462146	462475	-2609	-2280	52	WP_133579263.1	putative DNA-binding protein	Bacteria	Bacillota	Bacilli	Bacillales	Aureibacillus	Aureibacillus halotolerans
Type	WP_133579266.1	GCF_004363045.1	+	462644	463996	-2111	-759	51	WP_133579264.1	signal recognition particle protein	Bacteria	Bacillota	Bacilli	Bacillales	Aureibacillus	Aureibacillus halotolerans
Type	WP_133579266.1	GCF_004363045.1	+	464470	464742	-285	-13	50	WP_133579265.1	30S ribosomal protein S16	Bacteria	Bacillota	Bacilli	Bacillales	Aureibacillus	Aureibacillus halotolerans
Type	WP_133579266.1	GCF_004363045.1	+	464756	464983	1	228	54	WP_133579266.1	KH domain-containing protein	Bacteria	Bacillota	Bacilli	Bacillales	Aureibacillus	Aureibacillus halotolerans
Type	WP_133579266.1	GCF_004363045.1	-	465163	465342	408	587	0	WP_279512748.1	IS3 family transposase	Bacteria	Bacillota	Bacilli	Bacillales	Aureibacillus	Aureibacillus halotolerans
Type	WP_133579266.1	GCF_004363045.1	+	465508	466686	753	1931	0	WP_133579268.1	enolase C-terminal domain-like protein	Bacteria	Bacillota	Bacilli	Bacillales	Aureibacillus	Aureibacillus halotolerans
Type	WP_133579266.1	GCF_004363045.1	+	467752	468123	2997	3368	39	WP_133579269.1	YlqD family protein	Bacteria	Bacillota	Bacilli	Bacillales	Aureibacillus	Aureibacillus halotolerans
Type	WP_133579266.1	GCF_004363045.1	+	468141	468662	3386	3907	48	WP_133579270.1	ribosome maturation factor RimM	Bacteria	Bacillota	Bacilli	Bacillales	Aureibacillus	Aureibacillus halotolerans

Type	WP_088005904.1	GCF_002167005.1	+	42021	43031	-3160	-2150	51	WP_088005901.1	signal recognition particle-docking protein FtsY	Bacteria	Bacillota	Bacilli	Bacillales	Indiicoccus	Indiicoccus explosivorum
Type	WP_088005904.1	GCF_002167005.1	+	43099	43422	-2082	-1759	52	WP_088006011.1	putative DNA-binding protein	Bacteria	Bacillota	Bacilli	Bacillales	Indiicoccus	Indiicoccus explosivorum
Type	WP_088005904.1	GCF_002167005.1	+	43439	44794	-1742	-387	51	WP_088005902.1	signal recognition particle protein	Bacteria	Bacillota	Bacilli	Bacillales	Indiicoccus	Indiicoccus explosivorum
Type	WP_088005904.1	GCF_002167005.1	+	44895	45167	-286	-14	50	WP_088005903.1	30S ribosomal protein S16	Bacteria	Bacillota	Bacilli	Bacillales	Indiicoccus	Indiicoccus explosivorum
Type	WP_088005904.1	GCF_002167005.1	+	45182	45418	1	237	54	WP_088005904.1	KH domain-containing protein	Bacteria	Bacillota	Bacilli	Bacillales	Indiicoccus	Indiicoccus explosivorum
Type	WP_088005904.1	GCF_002167005.1	+	45504	46022	323	841	48	WP_088006012.1	ribosome maturation factor RimM	Bacteria	Bacillota	Bacilli	Bacillales	Indiicoccus	Indiicoccus explosivorum
Type	WP_088005904.1	GCF_002167005.1	+	46019	46747	838	1566	47	WP_088005905.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Bacillota	Bacilli	Bacillales	Indiicoccus	Indiicoccus explosivorum
Type	WP_088005904.1	GCF_002167005.1	+	46876	47220	1695	2039	46	WP_088005906.1	50S ribosomal protein L19	Bacteria	Bacillota	Bacilli	Bacillales	Indiicoccus	Indiicoccus explosivorum
Type	WP_088005904.1	GCF_002167005.1	+	47311	47874	2130	2693	45	WP_088005907.1	signal peptidase I	Bacteria	Bacillota	Bacilli	Bacillales	Indiicoccus	Indiicoccus explosivorum

Type	WP_089722705.1	GCF_900102975.1	+	28023	28946	-3134	-2211	51	WP_089716686.1	signal recognition particle-docking protein FtsY	Bacteria	Bacillota	Clostridia	Halanaerobiales	Halanaerobium	Halanaerobium congolense
Type	WP_089722705.1	GCF_900102975.1	+	29059	29436	-2098	-1721	52	WP_234971166.1	YlxM family DNA-binding protein	Bacteria	Bacillota	Clostridia	Halanaerobiales	Halanaerobium	Halanaerobium congolense
Type	WP_089722705.1	GCF_900102975.1	+	29449	30789	-1708	-368	51	WP_089722704.1	signal recognition particle protein	Bacteria	Bacillota	Clostridia	Halanaerobiales	Halanaerobium	Halanaerobium congolense
Type	WP_089722705.1	GCF_900102975.1	+	30878	31138	-279	-19	50	WP_073155695.1	30S ribosomal protein S16	Bacteria	Bacillota	Clostridia	Halanaerobiales	Halanaerobium	Halanaerobium congolense
Type	WP_089722705.1	GCF_900102975.1	+	31158	31385	1	228	54	WP_089722705.1	KH domain-containing protein	Bacteria	Bacillota	Clostridia	Halanaerobiales	Halanaerobium	Halanaerobium congolense
Type	WP_089722705.1	GCF_900102975.1	+	31407	31919	250	762	48	WP_089722706.1	ribosome maturation factor RimM	Bacteria	Bacillota	Clostridia	Halanaerobiales	Halanaerobium	Halanaerobium congolense
Type	WP_089722705.1	GCF_900102975.1	+	31931	32683	774	1526	47	WP_089722707.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Bacillota	Clostridia	Halanaerobiales	Halanaerobium	Halanaerobium congolense
Type	WP_089722705.1	GCF_900102975.1	+	32676	33260	1519	2103	38	WP_089722708.1	RNA methyltransferase	Bacteria	Bacillota	Clostridia	Halanaerobiales	Halanaerobium	Halanaerobium congolense
Type	WP_089722705.1	GCF_900102975.1	+	33292	33645	2135	2488	46	WP_089722709.1	50S ribosomal protein L19	Bacteria	Bacillota	Clostridia	Halanaerobiales	Halanaerobium	Halanaerobium congolense

Type	WP_131926248.1	GCF_004341825.1	+	60478	61470	-3127	-2135	51	WP_131926240.1	signal recognition particle-docking protein FtsY	Bacteria	Bacillota	Bacilli	Bacillales	Hazenella	Hazenella coriacea
Type	WP_131926248.1	GCF_004341825.1	+	61574	61903	-2031	-1702	52	WP_131926242.1	YlxM family DNA-binding protein	Bacteria	Bacillota	Bacilli	Bacillales	Hazenella	Hazenella coriacea
Type	WP_131926248.1	GCF_004341825.1	+	61923	63281	-1682	-324	51	WP_131926244.1	signal recognition particle protein	Bacteria	Bacillota	Bacilli	Bacillales	Hazenella	Hazenella coriacea
Type	WP_131926248.1	GCF_004341825.1	+	63318	63572	-287	-33	50	WP_131926246.1	30S ribosomal protein S16	Bacteria	Bacillota	Bacilli	Bacillales	Hazenella	Hazenella coriacea
Type	WP_131926248.1	GCF_004341825.1	+	63606	63833	1	228	54	WP_131926248.1	KH domain-containing protein	Bacteria	Bacillota	Bacilli	Bacillales	Hazenella	Hazenella coriacea
Type	WP_131926248.1	GCF_004341825.1	+	63858	64391	253	786	48	WP_131926250.1	ribosome maturation factor RimM	Bacteria	Bacillota	Bacilli	Bacillales	Hazenella	Hazenella coriacea
Type	WP_131926248.1	GCF_004341825.1	+	64400	65146	795	1541	47	WP_131926357.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Bacillota	Bacilli	Bacillales	Hazenella	Hazenella coriacea
Type	WP_131926248.1	GCF_004341825.1	+	65258	65608	1653	2003	46	WP_131926252.1	50S ribosomal protein L19	Bacteria	Bacillota	Bacilli	Bacillales	Hazenella	Hazenella coriacea
Type	WP_131926248.1	GCF_004341825.1	+	65693	66274	2088	2669	45	WP_131926254.1	signal peptidase I	Bacteria	Bacillota	Bacilli	Bacillales	Hazenella	Hazenella coriacea

Type	WP_133451944.1	GCF_030376725.1	+	887272	890112	-6263	-3423	0	WP_289650929.1	YhgE/Pip domain-containing protein	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus
Type	WP_133451944.1	GCF_030376725.1	-	890316	891464	-3219	-2071	0	WP_289650930.1	N-acetylglucosamine-6-phosphate deacetylase	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus
Type	WP_133451944.1	GCF_030376725.1	+	891585	893036	-1950	-499	0	WP_289650931.1	N-acetylglucosamine-specific PTS transporter subunit IIBC	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus
Type	WP_133451944.1	GCF_030376725.1	+	893255	893530	-280	-5	50	WP_133451945.1	30S ribosomal protein S16	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus
Type	WP_133451944.1	GCF_030376725.1	+	893536	893763	1	228	54	WP_133451944.1	KH domain-containing protein	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus
Type	WP_133451944.1	GCF_030376725.1	+	893806	894306	271	771	48	WP_133451943.1	ribosome maturation factor RimM	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus
Type	WP_133451944.1	GCF_030376725.1	+	894303	895028	768	1493	47	WP_289650932.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus
Type	WP_133451944.1	GCF_030376725.1	+	895166	895513	1631	1978	46	WP_133451941.1	50S ribosomal protein L19	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus
Type	WP_133451944.1	GCF_030376725.1	+	895653	897845	2118	4310	0	WP_289650933.1	ABC transporter ATP-binding protein	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus

Type	WP_092478849.1	GCF_900111595.1	+	15250	16707	-3850	-2393	0	WP_092478851.1	methyl-accepting chemotaxis protein	Bacteria	Bacillota	Clostridia	Lachnospirales	[Clostridium]	[Clostridium] polysaccharolyticum
Type	WP_092478849.1	GCF_900111595.1	+	14764	15108	-2251	-1907	52	WP_330387312.1	DNA-binding protein	Bacteria	Bacillota	Clostridia	Lachnospirales	[Clostridium]	[Clostridium] polysaccharolyticum
Type	WP_092478849.1	GCF_900111595.1	+	13409	14749	-1892	-552	51	WP_092478867.1	signal recognition particle protein	Bacteria	Bacillota	Clostridia	Lachnospirales	[Clostridium]	[Clostridium] polysaccharolyticum
Type	WP_092478849.1	GCF_900111595.1	+	13030	13272	-415	-173	50	WP_092478850.1	30S ribosomal protein S16	Bacteria	Bacillota	Clostridia	Lachnospirales	[Clostridium]	[Clostridium] polysaccharolyticum
Type	WP_092478849.1	GCF_900111595.1	+	12626	12856	1	231	54	WP_092478849.1	KH domain-containing protein	Bacteria	Bacillota	Clostridia	Lachnospirales	[Clostridium]	[Clostridium] polysaccharolyticum
Type	WP_092478849.1	GCF_900111595.1	+	11993	12508	349	864	48	WP_092478848.1	ribosome maturation factor RimM	Bacteria	Bacillota	Clostridia	Lachnospirales	[Clostridium]	[Clostridium] polysaccharolyticum
Type	WP_092478849.1	GCF_900111595.1	+	11255	11977	880	1602	47	WP_092478847.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Bacillota	Clostridia	Lachnospirales	[Clostridium]	[Clostridium] polysaccharolyticum
Type	WP_092478849.1	GCF_900111595.1	+	10772	11119	1738	2085	46	WP_092478846.1	50S ribosomal protein L19	Bacteria	Bacillota	Clostridia	Lachnospirales	[Clostridium]	[Clostridium] polysaccharolyticum
Type	WP_092478849.1	GCF_900111595.1	+	10044	10634	2223	2813	45	WP_092478845.1	signal peptidase I	Bacteria	Bacillota	Clostridia	Lachnospirales	[Clostridium]	[Clostridium] polysaccharolyticum

Type	WP_109430894.1	GCF_003144315.1	+	54733	55683	-3138	-2188	51	WP_109430891.1	signal recognition particle-docking protein FtsY	Bacteria	Bacillota	Bacilli	Bacillales	Sulfoacidibacillus	Sulfoacidibacillus thermotolerans
Type	WP_109430894.1	GCF_003144315.1	+	55750	56085	-2121	-1786	52	WP_109430905.1	YlxM family DNA-binding protein	Bacteria	Bacillota	Bacilli	Bacillales	Sulfoacidibacillus	Sulfoacidibacillus thermotolerans
