Operon type	Target	AssemblyId	Gene direction	Gene start	Gene end	Relative gene start	Relative gene end	Protein family code	EntrzID	Protein name	Superkingdom	Phylum	Class	Order	Genus	Species
Type	A1UU40_BARBK	GCF_000015445.1	+	1284661	1285368	-2755	-2048	0	WP_005767953.1	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonella	Bartonella bacilliformis
Type	A1UU40_BARBK	GCF_000015445.1	+	1285361	1285852	-2055	-1564	0	WP_005767955.1	ribosomal protein S18-alanine N-acetyltransferase	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonella	Bartonella bacilliformis
Type	A1UU40_BARBK	GCF_000015445.1	+	1285884	1287260	-1532	-156	19	WP_005767957.1	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonella	Bartonella bacilliformis
Type	A1UU40_BARBK	GCF_000015445.1	+	1287417	1288529	1	1113	18	WP_011807432.1	PhoH family protein	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonella	Bartonella bacilliformis
Type	A1UU40_BARBK	GCF_000015445.1	+	1288537	1289013	1121	1597	17	WP_005767962.1	rRNA maturation RNase YbeY	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonella	Bartonella bacilliformis
Type	A1UU40_BARBK	GCF_000015445.1	+	1289116	1290138	1700	2722	16	WP_005767965.1	hemolysin family protein	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonella	Bartonella bacilliformis
Type	A1UU40_BARBK	GCF_000015445.1	+	1290101	1291726	2685	4310	15	WP_005767968.1	apolipoprotein N-acyltransferase	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonella	Bartonella bacilliformis
Type	A1UU40_BARBK	GCF_000015445.1	+	1291877	1292290	4461	4874	0	WP_005767971.1	helix-turn-helix domain-containing protein	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonella	Bartonella bacilliformis

Type	A0A102DF82_9SPHN	GCF_001519055.1	+	541712	542134	-3120	-2698	0	WP_067741969.1	Fur family transcriptional regulator	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Novosphingobium	Novosphingobium sp. Fuku2-ISO-50
Type	A0A102DF82_9SPHN	GCF_001519055.1	+	542106	542975	-2726	-1857	0	WP_067741972.1	1-acyl-sn-glycerol-3-phosphate acyltransferase	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Novosphingobium	Novosphingobium sp. Fuku2-ISO-50
Type	A0A102DF82_9SPHN	GCF_001519055.1	+	543030	544352	-1802	-480	19	WP_067741976.1	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Novosphingobium	Novosphingobium sp. Fuku2-ISO-50
Type	A0A102DF82_9SPHN	GCF_001519055.1	-	544388	544537	-444	-295	0	WP_156427199.1	hypothetical protein	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Novosphingobium	Novosphingobium sp. Fuku2-ISO-50
Type	A0A102DF82_9SPHN	GCF_001519055.1	+	544833	545915	1	1083	18	WP_067741979.1	PhoH family protein	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Novosphingobium	Novosphingobium sp. Fuku2-ISO-50
Type	A0A102DF82_9SPHN	GCF_001519055.1	+	545912	546418	1080	1586	17	WP_231730070.1	rRNA maturation RNase YbeY	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Novosphingobium	Novosphingobium sp. Fuku2-ISO-50
Type	A0A102DF82_9SPHN	GCF_001519055.1	+	546445	547398	1613	2566	16	WP_067742453.1	hemolysin family protein	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Novosphingobium	Novosphingobium sp. Fuku2-ISO-50
Type	A0A102DF82_9SPHN	GCF_001519055.1	+	547459	548340	2627	3508	0	WP_067741982.1	LysR substrate-binding domain-containing protein	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Novosphingobium	Novosphingobium sp. Fuku2-ISO-50
Type	A0A102DF82_9SPHN	GCF_001519055.1	-	548350	549327	3518	4495	0	WP_067741985.1	sensor domain-containing diguanylate cyclase	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Novosphingobium	Novosphingobium sp. Fuku2-ISO-50

Type	A0A1D9BE35_9NEIS	GCF_001808185.1	+	1919778	1919990	-2977	-2765	0	WP_070529173.1	hypothetical protein	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Jeongeupia	Jeongeupia sp. USM3
Type	A0A1D9BE35_9NEIS	GCF_001808185.1	+	1920102	1920470	-2653	-2285	0	WP_083300809.1	hypothetical protein	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Jeongeupia	Jeongeupia sp. USM3
Type	A0A1D9BE35_9NEIS	GCF_001808185.1	+	1920467	1921831	-2288	-924	19	WP_083300810.1	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Jeongeupia	Jeongeupia sp. USM3
Type	A0A1D9BE35_9NEIS	GCF_001808185.1	+	1922118	1922738	-637	-17	0	WP_070529176.1	UPF0149 family protein	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Jeongeupia	Jeongeupia sp. USM3
Type	A0A1D9BE35_9NEIS	GCF_001808185.1	+	1922756	1923760	1	1005	18	WP_070529178.1	PhoH family protein	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Jeongeupia	Jeongeupia sp. USM3
Type	A0A1D9BE35_9NEIS	GCF_001808185.1	+	1923757	1924230	1002	1475	17	WP_070529181.1	rRNA maturation RNase YbeY	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Jeongeupia	Jeongeupia sp. USM3
Type	A0A1D9BE35_9NEIS	GCF_001808185.1	+	1924239	1925096	1484	2341	16	WP_070529183.1	HlyC/CorC family transporter	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Jeongeupia	Jeongeupia sp. USM3
Type	A0A1D9BE35_9NEIS	GCF_001808185.1	+	1925096	1926589	2341	3834	15	WP_070529184.1	apolipoprotein N-acyltransferase	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Jeongeupia	Jeongeupia sp. USM3
Type	A0A1D9BE35_9NEIS	GCF_001808185.1	+	1926946	1928283	4191	5528	0	WP_145927156.1	sigma-54 dependent transcriptional regulator	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Jeongeupia	Jeongeupia sp. USM3

Type	A0A0S1Y445_9BORD	GCF_001433395.1	+	4377384	4378421	-5231	-4194	0	WP_057653600.1	tripartite tricarboxylate transporter substrate binding protein	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N
Type	A0A0S1Y445_9BORD	GCF_001433395.1	+	4378533	4380131	-4082	-2484	0	WP_082621703.1	gamma-glutamyltransferase	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N
Type	A0A0S1Y445_9BORD	GCF_001433395.1	-	4380201	4380968	-2414	-1647	0	WP_082621704.1	phosphatase PAP2 family protein	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N
Type	A0A0S1Y445_9BORD	GCF_001433395.1	+	4381153	4382619	-1462	4	19	WP_057653603.1	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N
Type	A0A0S1Y445_9BORD	GCF_001433395.1	+	4382616	4383659	1	1044	18	WP_057653604.1	PhoH family protein	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N
Type	A0A0S1Y445_9BORD	GCF_001433395.1	+	4383649	4384212	1034	1597	17	WP_082622031.1	rRNA maturation RNase YbeY	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N
Type	A0A0S1Y445_9BORD	GCF_001433395.1	+	4384333	4385208	1718	2593	16	WP_057653605.1	HlyC/CorC family transporter	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N
Type	A0A0S1Y445_9BORD	GCF_001433395.1	+	4385205	4386839	2590	4224	15	WP_057653606.1	apolipoprotein N-acyltransferase	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N
Type	A0A0S1Y445_9BORD	GCF_001433395.1	-	4386933	4387973	4318	5358	5	WP_197425151.1	aldo/keto reductase	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N

Type	A0A0U4VKN7_9PSED	GCF_001518815.1	-	1188182	1188517	-3395	-3060	0	WP_059313912.1	DUF1820 family protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans
Type	A0A0U4VKN7_9PSED	GCF_001518815.1	-	1187207	1188130	-3008	-2085	0	WP_059313911.1	LysR family transcriptional regulator	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans
Type	A0A0U4VKN7_9PSED	GCF_001518815.1	+	1186682	1187086	-1964	-1560	0	WP_059313910.1	RidA family protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans
Type	A0A0U4VKN7_9PSED	GCF_001518815.1	+	1185222	1186595	-1473	-100	19	WP_156428991.1	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans
Type	A0A0U4VKN7_9PSED	GCF_001518815.1	+	1184105	1185121	1	1017	18	WP_059313908.1	PhoH family protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans
Type	A0A0U4VKN7_9PSED	GCF_001518815.1	+	1183660	1184115	1007	1462	17	WP_059313907.1	rRNA maturation RNase YbeY	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans
Type	A0A0U4VKN7_9PSED	GCF_001518815.1	+	1182813	1183652	1470	2309	16	WP_059313906.1	transporter associated domain-containing protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans
Type	A0A0U4VKN7_9PSED	GCF_001518815.1	+	1180944	1182491	2631	4178	15	WP_059313905.1	apolipoprotein N-acyltransferase	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans
Type	A0A0U4VKN7_9PSED	GCF_001518815.1	-	1180192	1180953	4169	4930	0	WP_059313904.1	YdcF family protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans

Type	D7AYG7_NOCDD	GCF_000092985.1	+	865973	866710	-3122	-2385	14	WP_013151755.1	16S rRNA (uracil(1498)-N(3))-methyltransferase	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsis	Nocardiopsis
Type	D7AYG7_NOCDD	GCF_000092985.1	-	866849	867610	-2246	-1485	0	WP_013151756.1	hypothetical protein	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsis	Nocardiopsis
Type	D7AYG7_NOCDD	GCF_000092985.1	-	867607	868137	-1488	-958	0	WP_013151757.1	SigE family RNA polymerase sigma factor	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsis	Nocardiopsis
Type	D7AYG7_NOCDD	GCF_000092985.1	+	868463	868813	-632	-282	0	WP_013151758.1	histidine triad nucleotide-binding protein	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsis	Nocardiopsis
Type	D7AYG7_NOCDD	GCF_000092985.1	+	869096	870205	1	1110	18	WP_013151759.1	PhoH family protein	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsis	Nocardiopsis
Type	D7AYG7_NOCDD	GCF_000092985.1	+	870400	870888	1305	1793	17	WP_013151760.1	rRNA maturation RNase YbeY	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsis	Nocardiopsis
Type	D7AYG7_NOCDD	GCF_000092985.1	+	870885	872282	1790	3187	13	WP_013151761.1	hemolysin family protein	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsis	Nocardiopsis
Type	D7AYG7_NOCDD	GCF_000092985.1	+	872279	872623	3184	3528	0	WP_013151762.1	hypothetical protein	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsis	Nocardiopsis
Type	D7AYG7_NOCDD	GCF_000092985.1	+	872633	873601	3538	4506	12	WP_013151763.1	GTPase Era	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsis	Nocardiopsis

Type	A0A0B6WVG5_9BACT	GCF_000820845.2	+	427408	429435	-6096	-4069	0	WP_060635410.1	diguanylate cyclase	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Pyrinomonas	Pyrinomonas methylaliphatogenes
Type	A0A0B6WVG5_9BACT	GCF_000820845.2	+	429413	431656	-4091	-1848	0	WP_060635411.1	ATP-binding protein	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Pyrinomonas	Pyrinomonas methylaliphatogenes
Type	A0A0B6WVG5_9BACT	GCF_000820845.2	+	431676	432050	-1828	-1454	0	WP_041975288.1	STAS domain-containing protein	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Pyrinomonas	Pyrinomonas methylaliphatogenes
Type	A0A0B6WVG5_9BACT	GCF_000820845.2	+	432062	433333	-1442	-171	0	WP_060635412.1	HD domain-containing phosphohydrolase	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Pyrinomonas	Pyrinomonas methylaliphatogenes
Type	A0A0B6WVG5_9BACT	GCF_000820845.2	+	433505	434458	1	954	18	WP_041975289.1	PhoH family protein	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Pyrinomonas	Pyrinomonas methylaliphatogenes
Type	A0A0B6WVG5_9BACT	GCF_000820845.2	+	434511	434948	1007	1444	17	WP_041975290.1	rRNA maturation RNase YbeY	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Pyrinomonas	Pyrinomonas methylaliphatogenes
Type	A0A0B6WVG5_9BACT	GCF_000820845.2	+	434965	436260	1461	2756	13	WP_060635413.1	hemolysin family protein	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Pyrinomonas	Pyrinomonas methylaliphatogenes
Type	A0A0B6WVG5_9BACT	GCF_000820845.2	+	436446	436877	2942	3373	0	WP_041975292.1	YkgJ family cysteine cluster protein	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Pyrinomonas	Pyrinomonas methylaliphatogenes
Type	A0A0B6WVG5_9BACT	GCF_000820845.2	+	436924	437139	3420	3635	0	WP_157770712.1	MM0924 family protein	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Pyrinomonas	Pyrinomonas methylaliphatogenes

Type	A0A132PIT0_9MYCO	GCF_001545135.1	+	42250	42999	-3613	-2864	14	WP_067852043.1	16S rRNA (uracil(1498)-N(3))-methyltransferase	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycolicibacterium	Mycolicibacterium wolinskyi
Type	A0A132PIT0_9MYCO	GCF_001545135.1	+	43101	43838	-2762	-2025	0	WP_131807564.1	hypothetical protein	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycolicibacterium	Mycolicibacterium wolinskyi
Type	A0A132PIT0_9MYCO	GCF_001545135.1	+	43916	45307	-1947	-556	0	WP_067852045.1	C4-dicarboxylate transporter DctA	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycolicibacterium	Mycolicibacterium wolinskyi
Type	A0A132PIT0_9MYCO	GCF_001545135.1	+	45530	45706	-333	-157	0	WP_165766084.1	hypothetical protein	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycolicibacterium	Mycolicibacterium wolinskyi
Type	A0A132PIT0_9MYCO	GCF_001545135.1	+	45864	46910	1	1047	18	WP_067852047.1	PhoH family protein	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycolicibacterium	Mycolicibacterium wolinskyi
Type	A0A132PIT0_9MYCO	GCF_001545135.1	+	46907	47443	1044	1580	17	WP_067852049.1	rRNA maturation RNase YbeY	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycolicibacterium	Mycolicibacterium wolinskyi
Type	A0A132PIT0_9MYCO	GCF_001545135.1	+	47440	48756	1577	2893	13	WP_067852051.1	hemolysin family protein	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycolicibacterium	Mycolicibacterium wolinskyi
Type	A0A132PIT0_9MYCO	GCF_001545135.1	+	48749	49066	2886	3203	0	WP_067852054.1	cytidine deaminase	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycolicibacterium	Mycolicibacterium wolinskyi
Type	A0A132PIT0_9MYCO	GCF_001545135.1	+	49063	49962	3200	4099	12	WP_067852056.1	GTPase Era	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycolicibacterium	Mycolicibacterium wolinskyi

Type	A0A1F2T079_9BACT	GCA_001767195.1	+	23953	24377	-4132	-3708	0	OFW14527.1	dCTP deaminase	Bacteria	Acidobacteriota	Acidobacteriota_na	Acidobacteriota_na_na	Acidobacteria	Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_21
Type	A0A1F2T079_9BACT	GCA_001767195.1	+	24472	24993	-3613	-3092	0	OFW14528.1	gamma carbonic anhydrase family protein	Bacteria	Acidobacteriota	Acidobacteriota_na	Acidobacteriota_na_na	Acidobacteria	Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_21
Type	A0A1F2T079_9BACT	GCA_001767195.1	+	24996	26321	-3089	-1764	0	OFW14529.1	histidine--tRNA ligase	Bacteria	Acidobacteriota	Acidobacteriota_na	Acidobacteriota_na_na	Acidobacteria	Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_21
Type	A0A1F2T079_9BACT	GCA_001767195.1	+	26314	28089	-1771	4	0	OFW14530.1	aspartate--tRNA ligase	Bacteria	Acidobacteriota	Acidobacteriota_na	Acidobacteriota_na_na	Acidobacteria	Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_21
Type	A0A1F2T079_9BACT	GCA_001767195.1	+	28086	29045	1	960	18	OFW14531.1	hypothetical protein	Bacteria	Acidobacteriota	Acidobacteriota_na	Acidobacteriota_na_na	Acidobacteria	Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_21
Type	A0A1F2T079_9BACT	GCA_001767195.1	+	29143	29550	1058	1465	17	OFW14544.1	rRNA maturation RNase YbeY	Bacteria	Acidobacteriota	Acidobacteriota_na	Acidobacteriota_na_na	Acidobacteria	Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_21
Type	A0A1F2T079_9BACT	GCA_001767195.1	+	29547	30782	1462	2697	13	OFW14532.1	hypothetical protein	Bacteria	Acidobacteriota	Acidobacteriota_na	Acidobacteriota_na_na	Acidobacteria	Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_21
Type	A0A1F2T079_9BACT	GCA_001767195.1	+	31105	31992	3020	3907	12	OFW14533.1	GTPase Era	Bacteria	Acidobacteriota	Acidobacteriota_na	Acidobacteriota_na_na	Acidobacteria	Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_21
Type	A0A1F2T079_9BACT	GCA_001767195.1	+	32262	33629	4177	5544	0	OFW14534.1	magnesium transporter	Bacteria	Acidobacteriota	Acidobacteriota_na	Acidobacteriota_na_na	Acidobacteria	Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_21

Type	A0A179D2U7_9BACT	GCF_001652585.1	-	24616	25107	-3560	-3069	0	WP_068671699.1	DUF1992 domain-containing protein	Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermosulfurimonas	Thermosulfurimonas dismutans
Type	A0A179D2U7_9BACT	GCF_001652585.1	-	23969	24619	-3072	-2422	0	WP_068671698.1	tetratricopeptide repeat protein	Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermosulfurimonas	Thermosulfurimonas dismutans
Type	A0A179D2U7_9BACT	GCF_001652585.1	-	23489	23968	-2421	-1942	0	WP_068671697.1	flavin reductase family protein	Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermosulfurimonas	Thermosulfurimonas dismutans
Type	A0A179D2U7_9BACT	GCF_001652585.1	+	21581	23356	-1809	-34	0	WP_068671696.1	chloride channel protein	Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermosulfurimonas	Thermosulfurimonas dismutans
Type	A0A179D2U7_9BACT	GCF_001652585.1	+	20587	21546	1	960	18	WP_068671695.1	PhoH family protein	Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermosulfurimonas	Thermosulfurimonas dismutans
Type	A0A179D2U7_9BACT	GCF_001652585.1	+	19559	20590	957	1988	0	WP_208595700.1	molybdopterin-binding protein	Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermosulfurimonas	Thermosulfurimonas dismutans
Type	A0A179D2U7_9BACT	GCF_001652585.1	+	19262	19558	1989	2285	0	WP_068671694.1	YggT family protein	Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermosulfurimonas	Thermosulfurimonas dismutans
Type	A0A179D2U7_9BACT	GCF_001652585.1	+	18786	19262	2285	2761	0	WP_068671693.1	DivIVA domain-containing protein	Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermosulfurimonas	Thermosulfurimonas dismutans
Type	A0A179D2U7_9BACT	GCF_001652585.1	+	18569	18829	2718	2978	0	WP_068671692.1	DUF167 domain-containing protein	Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermosulfurimonas	Thermosulfurimonas dismutans

Type	A0A081SIJ3_9CHLB	GCA_000724175.1	+	144474	146759	-4655	-2370	0	KER10750.1	phosphoribosylformylglycinamidine synthase	Bacteria	Chlorobiota	Chlorobiia	Chlorobiales	[Candidatus	[Candidatus Thermochlorobacteriaceae] bacterium GBChlB
Type	A0A081SIJ3_9CHLB	GCA_000724175.1	+	143897	144298	-2194	-1793	0	KER10749.1	hypothetical protein	Bacteria	Chlorobiota	Chlorobiia	Chlorobiales	[Candidatus	[Candidatus Thermochlorobacteriaceae] bacterium GBChlB
Type	A0A081SIJ3_9CHLB	GCA_000724175.1	+	142811	143791	-1687	-707	0	KER10748.1	ADP-L-glycero-D-manno-heptose-6-epimerase	Bacteria	Chlorobiota	Chlorobiia	Chlorobiales	[Candidatus	[Candidatus Thermochlorobacteriaceae] bacterium GBChlB
Type	A0A081SIJ3_9CHLB	GCA_000724175.1	+	142161	142808	-704	-57	0	KER10747.1	hypothetical protein	Bacteria	Chlorobiota	Chlorobiia	Chlorobiales	[Candidatus	[Candidatus Thermochlorobacteriaceae] bacterium GBChlB
Type	A0A081SIJ3_9CHLB	GCA_000724175.1	+	141081	142103	1	1023	18	KER10746.1	phosphate starvation protein PhoH	Bacteria	Chlorobiota	Chlorobiia	Chlorobiales	[Candidatus	[Candidatus Thermochlorobacteriaceae] bacterium GBChlB
Type	A0A081SIJ3_9CHLB	GCA_000724175.1	-	140286	141029	1075	1818	0	KER10745.1	hypothetical protein	Bacteria	Chlorobiota	Chlorobiia	Chlorobiales	[Candidatus	[Candidatus Thermochlorobacteriaceae] bacterium GBChlB
Type	A0A081SIJ3_9CHLB	GCA_000724175.1	-	138676	140208	1896	3428	0	KER10744.1	hypothetical protein	Bacteria	Chlorobiota	Chlorobiia	Chlorobiales	[Candidatus	[Candidatus Thermochlorobacteriaceae] bacterium GBChlB
Type	A0A081SIJ3_9CHLB	GCA_000724175.1	+	135245	138001	4103	6859	0	KER10743.1	hypothetical protein	Bacteria	Chlorobiota	Chlorobiia	Chlorobiales	[Candidatus	[Candidatus Thermochlorobacteriaceae] bacterium GBChlB
Type	A0A081SIJ3_9CHLB	GCA_000724175.1	+	134274	135005	7099	7830	0	KER10742.1	hypothetical protein	Bacteria	Chlorobiota	Chlorobiia	Chlorobiales	[Candidatus	[Candidatus Thermochlorobacteriaceae] bacterium GBChlB

