Operon type	Target	AssemblyId	Gene direction	Gene start	Gene end	Relative gene start	Relative gene end	Protein family code	EntrzID	Protein name	Superkingdom	Phylum	Class	Order	Genus	Species
Type	WP_017304341.1	GCF_000314005.1	+	1861562	1862512	375	1325	92	WP_017304340.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulina	Spirulina subsalsa
Type	WP_017304341.1	GCF_000314005.1	+	1861345	1861581	1306	1542	0	WP_071525271.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulina	Spirulina subsalsa
Type	WP_017304341.1	GCF_000314005.1	-	1859570	1861393	1494	3317	0	WP_202803661.1	glycosyltransferase family 39 protein	Bacteria	Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulina	Spirulina subsalsa
Type	WP_017304341.1	GCF_000314005.1	+	1859140	1859358	3529	3747	0	WP_017304338.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulina	Spirulina subsalsa

Type	WP_040554050.1	GCF_002114155.1	+	75171	75809	-3916	-3278	88	WP_009344397.1	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii
Type	WP_040554050.1	GCF_002114155.1	-	75795	76988	-3292	-2099	0	WP_085727246.1	M20 family metallopeptidase	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii
Type	WP_040554050.1	GCF_002114155.1	+	77319	78761	-1768	-326	107	WP_085727248.1	signal recognition particle protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii
Type	WP_040554050.1	GCF_002114155.1	+	78865	79128	-222	41	109	WP_009344400.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii
Type	WP_040554050.1	GCF_002114155.1	+	79088	79501	1	414	110	WP_040554050.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii
Type	WP_040554050.1	GCF_002114155.1	+	79579	80532	492	1445	92	WP_009344402.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii
Type	WP_040554050.1	GCF_002114155.1	-	80596	81840	1509	2753	0	WP_085727250.1	DUF4912 domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii
Type	WP_040554050.1	GCF_002114155.1	-	82293	83303	3206	4216	0	WP_040554069.1	glycosyltransferase	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii
Type	WP_040554050.1	GCF_002114155.1	-	83441	83734	4354	4647	0	WP_009344406.1	LuxR C-terminal-related transcriptional regulator	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Cylindrospermopsis	Cylindrospermopsis raciborskii

Type	WP_135346905.1	GCF_004684935.1	+	185743	186738	-3134	-2139	107	WP_135346901.1	signal recognition particle-docking protein FtsY	Bacteria	Bacillota	Bacilli	Bacillales	Sporolactobacillus	Sporolactobacillus shoreae
Type	WP_135346905.1	GCF_004684935.1	+	186841	187176	-2036	-1701	102	WP_135346902.1	putative DNA-binding protein	Bacteria	Bacillota	Bacilli	Bacillales	Sporolactobacillus	Sporolactobacillus shoreae
Type	WP_135346905.1	GCF_004684935.1	+	187188	188534	-1689	-343	107	WP_135346903.1	signal recognition particle protein	Bacteria	Bacillota	Bacilli	Bacillales	Sporolactobacillus	Sporolactobacillus shoreae
Type	WP_135346905.1	GCF_004684935.1	+	188584	188856	-293	-21	109	WP_135346904.1	30S ribosomal protein S16	Bacteria	Bacillota	Bacilli	Bacillales	Sporolactobacillus	Sporolactobacillus shoreae
Type	WP_135346905.1	GCF_004684935.1	+	188878	189108	1	231	110	WP_135346905.1	KH domain-containing protein	Bacteria	Bacillota	Bacilli	Bacillales	Sporolactobacillus	Sporolactobacillus shoreae
Type	WP_135346905.1	GCF_004684935.1	+	189278	189802	401	925	106	WP_135346906.1	ribosome maturation factor RimM	Bacteria	Bacillota	Bacilli	Bacillales	Sporolactobacillus	Sporolactobacillus shoreae
Type	WP_135346905.1	GCF_004684935.1	+	189792	190538	915	1661	100	WP_135346907.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Bacillota	Bacilli	Bacillales	Sporolactobacillus	Sporolactobacillus shoreae
Type	WP_135346905.1	GCF_004684935.1	+	190673	191014	1796	2137	99	WP_135346908.1	50S ribosomal protein L19	Bacteria	Bacillota	Bacilli	Bacillales	Sporolactobacillus	Sporolactobacillus shoreae
Type	WP_135346905.1	GCF_004684935.1	+	191319	192203	2442	3326	87	WP_135346909.1	ribosome biogenesis GTPase YlqF	Bacteria	Bacillota	Bacilli	Bacillales	Sporolactobacillus	Sporolactobacillus shoreae

Type	WP_155303092.1	GCF_009688965.1	+	1530682	1532277	-4877	-3282	86	WP_155303088.1	AMP-binding protein	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcina	Desulfosarcina widdelii
Type	WP_155303092.1	GCF_009688965.1	+	1532483	1533865	-3076	-1694	0	WP_155303089.1	transposase	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcina	Desulfosarcina widdelii
Type	WP_155303092.1	GCF_009688965.1	+	1534057	1535247	-1502	-312	0	WP_155303090.1	thiolase family protein	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcina	Desulfosarcina widdelii
Type	WP_155303092.1	GCF_009688965.1	-	1535224	1535496	-335	-63	0	WP_155303091.1	hypothetical protein	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcina	Desulfosarcina widdelii
Type	WP_155303092.1	GCF_009688965.1	+	1535560	1535790	1	231	110	WP_155303092.1	KH domain-containing protein	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcina	Desulfosarcina widdelii
Type	WP_155303092.1	GCF_009688965.1	+	1536095	1536796	536	1237	0	WP_155303093.1	lysophospholipid acyltransferase family protein	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcina	Desulfosarcina widdelii
Type	WP_155303092.1	GCF_009688965.1	+	1536956	1537303	1397	1744	0	WP_155303094.1	4Fe-4S binding protein	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcina	Desulfosarcina widdelii
Type	WP_155303092.1	GCF_009688965.1	+	1537307	1537714	1748	2155	0	WP_155303095.1	threonyl-tRNA synthetase editing domain-containing protein	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcina	Desulfosarcina widdelii
Type	WP_155303092.1	GCF_009688965.1	-	1537762	1538463	2203	2904	0	WP_155303096.1	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcina	Desulfosarcina widdelii

Type	WP_166274714.1	GCF_000817775.3	-	184947	185267	-3458	-3138	0	WP_166274706.1	2Fe-2S iron-sulfur cluster-binding protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides
Type	WP_166274714.1	GCF_000817775.3	+	185665	186414	-2740	-1991	0	WP_166274708.1	FHA domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides
Type	WP_166274714.1	GCF_000817775.3	+	186549	188000	-1856	-405	107	WP_166274710.1	signal recognition particle protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides
Type	WP_166274714.1	GCF_000817775.3	+	188129	188377	-276	-28	109	WP_166274712.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides
Type	WP_166274714.1	GCF_000817775.3	+	188406	188765	1	360	110	WP_166274714.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides
Type	WP_166274714.1	GCF_000817775.3	+	188973	189950	568	1545	92	WP_166274716.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides
Type	WP_166274714.1	GCF_000817775.3	-	189928	190107	1523	1702	0	WP_166274718.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides
Type	WP_166274714.1	GCF_000817775.3	-	190202	190774	1797	2369	0	WP_166274720.1	tetratricopeptide repeat protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides
Type	WP_166274714.1	GCF_000817775.3	-	190859	192772	2454	4367	0	WP_349306860.1	two-component system sensor histidine kinase NblS	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Lyngbya	Lyngbya confervoides

Type	WP_084057338.1	GCF_900176285.1	-	55589	57541	-4210	-2258	86	WP_084057343.1	acetoacetate--CoA ligase	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale
Type	WP_084057338.1	GCF_900176285.1	-	54793	55143	-1812	-1462	0	WP_084057341.1	cupin domain-containing protein	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale
Type	WP_084057338.1	GCF_900176285.1	+	53682	54488	-1157	-351	85	WP_170920439.1	sugar phosphate isomerase/epimerase family protein	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale
Type	WP_084057338.1	GCF_900176285.1	+	53327	53656	-325	4	84	WP_084057339.1	MTH1187 family thiamine-binding protein	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale
Type	WP_084057338.1	GCF_900176285.1	+	53100	53330	1	231	110	WP_084057338.1	KH domain-containing protein	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale
Type	WP_084057338.1	GCF_900176285.1	+	50347	52815	516	2984	83	WP_084057337.1	ATP-binding protein	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale
Type	WP_084057338.1	GCF_900176285.1	-	48642	50258	3073	4689	0	WP_084057336.1	AAA family ATPase	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale
Type	WP_084057338.1	GCF_900176285.1	-	47642	48415	4916	5689	0	WP_084057335.1	GTP cyclohydrolase FolE2	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale
Type	WP_084057338.1	GCF_900176285.1	-	46722	47501	5830	6609	0	WP_084057334.1	carbon monoxide dehydrogenase accessory protein CooC	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale

Type	WP_071591932.1	GCF_000332355.1	+	113495	114001	-2408	-1902	80	WP_026097338.1	Tic20 family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Baaleninema	Baaleninema simplex
Type	WP_071591932.1	GCF_000332355.1	+	112844	113329	-1736	-1251	80	WP_017658666.1	Tic20 family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Baaleninema	Baaleninema simplex
Type	WP_071591932.1	GCF_000332355.1	-	111995	112825	-1232	-402	0	WP_017658665.1	fumarylacetoacetate hydrolase family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Baaleninema	Baaleninema simplex
Type	WP_071591932.1	GCF_000332355.1	+	111555	111818	-225	38	109	WP_017658664.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Baaleninema	Baaleninema simplex
Type	WP_071591932.1	GCF_000332355.1	+	111170	111592	1	423	110	WP_071591932.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Baaleninema	Baaleninema simplex
Type	WP_071591932.1	GCF_000332355.1	+	110103	111068	525	1490	92	WP_017658662.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Baaleninema	Baaleninema simplex
Type	WP_071591932.1	GCF_000332355.1	+	109013	109810	1783	2580	79	WP_017658661.1	TlyA family RNA methyltransferase	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Baaleninema	Baaleninema simplex
Type	WP_071591932.1	GCF_000332355.1	-	104312	108706	2887	7281	0	WP_017658660.1	choice-of-anchor I family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Baaleninema	Baaleninema simplex
Type	WP_071591932.1	GCF_000332355.1	-	104094	104276	7317	7499	0	WP_144053622.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Baaleninema	Baaleninema simplex

Type	WP_099533797.1	GCF_014698215.1	-	16627	16815	-3081	-2893	0	WP_099533803.1	replication restart DNA helicase PriA	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix
Type	WP_099533797.1	GCF_014698215.1	-	14585	15289	-1555	-851	0	WP_099533801.1	magnesium protoporphyrin IX methyltransferase	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix
Type	WP_099533797.1	GCF_014698215.1	+	14256	14453	-719	-522	0	WP_190533084.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix
Type	WP_099533797.1	GCF_014698215.1	+	13900	14157	-423	-166	109	WP_099533799.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix
Type	WP_099533797.1	GCF_014698215.1	+	13359	13733	1	375	110	WP_099533797.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix
Type	WP_099533797.1	GCF_014698215.1	+	12400	13356	378	1334	92	WP_099533796.1	PhoH family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix
Type	WP_099533797.1	GCF_014698215.1	+	9793	12282	1452	3941	0	WP_190533087.1	GUN4 domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix
Type	WP_099533797.1	GCF_014698215.1	+	5932	9447	4287	7802	0	WP_190533090.1	transcription-repair coupling factor	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix
Type	WP_099533797.1	GCF_014698215.1	-	2773	5910	7824	10961	0	WP_190533093.1	type I restriction endonuclease subunit R	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	unclassified	unclassified Limnothrix

Type	WP_144868371.1	GCF_900659865.1	+	6772	8265	-4697	-3204	0	WP_144868404.1	FAD-dependent oxidoreductase	Bacteria	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Hyella	Hyella patelloides
Type	WP_144868371.1	GCF_900659865.1	-	8529	10178	-2940	-1291	0	WP_144868365.1	NAD(P)H-quinone oxidoreductase subunit 4	Bacteria	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Hyella	Hyella patelloides
Type	WP_144868371.1	GCF_900659865.1	-	10276	11043	-1193	-426	0	WP_144868367.1	hypothetical protein	Bacteria	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Hyella	Hyella patelloides
Type	WP_144868371.1	GCF_900659865.1	+	11229	11477	-240	8	109	WP_144868368.1	30S ribosomal protein S16	Bacteria	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Hyella	Hyella patelloides
Type	WP_144868371.1	GCF_900659865.1	+	11470	11841	1	372	110	WP_144868371.1	KH domain-containing protein	Bacteria	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Hyella	Hyella patelloides
Type	WP_144868371.1	GCF_900659865.1	+	11895	12392	426	923	0	WP_144868373.1	pantetheine-phosphate adenylyltransferase	Bacteria	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Hyella	Hyella patelloides
Type	WP_144868371.1	GCF_900659865.1	+	12613	13245	1144	1776	0	WP_144868375.1	ATP synthase F0 subunit B	Bacteria	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Hyella	Hyella patelloides
Type	WP_144868371.1	GCF_900659865.1	+	13238	13630	1769	2161	0	WP_144868377.1	RidA family protein	Bacteria	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Hyella	Hyella patelloides
Type	WP_144868371.1	GCF_900659865.1	-	13730	14947	2261	3478	0	WP_144868379.1	ABC transporter permease	Bacteria	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Hyella	Hyella patelloides

Type	WP_133451944.1	GCF_030376725.1	+	887272	890112	-6263	-3423	0	WP_289650929.1	YhgE/Pip domain-containing protein	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus
Type	WP_133451944.1	GCF_030376725.1	-	890316	891464	-3219	-2071	0	WP_289650930.1	N-acetylglucosamine-6-phosphate deacetylase	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus
Type	WP_133451944.1	GCF_030376725.1	+	891585	893036	-1950	-499	0	WP_289650931.1	N-acetylglucosamine-specific PTS transporter subunit IIBC	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus
Type	WP_133451944.1	GCF_030376725.1	+	893255	893530	-280	-5	109	WP_133451945.1	30S ribosomal protein S16	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus
Type	WP_133451944.1	GCF_030376725.1	+	893536	893763	1	228	110	WP_133451944.1	KH domain-containing protein	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus
Type	WP_133451944.1	GCF_030376725.1	+	893806	894306	271	771	106	WP_133451943.1	ribosome maturation factor RimM	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus
Type	WP_133451944.1	GCF_030376725.1	+	894303	895028	768	1493	100	WP_289650932.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus
Type	WP_133451944.1	GCF_030376725.1	+	895166	895513	1631	1978	99	WP_133451941.1	50S ribosomal protein L19	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus
Type	WP_133451944.1	GCF_030376725.1	+	895653	897845	2118	4310	0	WP_289650933.1	ABC transporter ATP-binding protein	Bacteria	Bacillota	Bacilli	Bacillales	Macrococcus	Macrococcus bovicus

Type	WP_138268653.1	GCF_015552365.1	+	32798	34126	-3480	-2152	0	WP_207669785.1	RuBisCO large subunit C-terminal-like domain-containing protein	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_015552365.1	+	34308	34622	-1970	-1656	102	WP_138268650.1	YlxM family DNA-binding protein	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_015552365.1	+	34633	35955	-1645	-323	107	WP_138268651.1	signal recognition particle protein	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_015552365.1	+	36024	36266	-254	-12	109	WP_138268652.1	30S ribosomal protein S16	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_015552365.1	+	36279	36509	1	231	110	WP_138268653.1	KH domain-containing protein	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_015552365.1	-	36528	36902	250	624	0	WP_138268654.1	DUF4186 domain-containing protein	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
